Ordinal	Word	Operation	Quality	NewMaterial	TestAction	Reasons	Rationale
o1974	flush	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Put L2 flush=level/even before L3 poker flush and remove the L3 card sense from default Core.
o1975	fly	UPGRADED	DEPTH_REVIEWED	YES	NONE	DECISION_GAP; REGISTER_FORM_GAP	Remove L3 trouser-fly noun from default Core; add fly→flew→flown only after Human Gate.
o1976	foam	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Put both L1 foam noun and L1 foam verb ahead of L2 foam-material noun.
o1977	focus	UPGRADED	DEPTH_REVIEWED	NO	NONE	CORRECTNESS_GAP; DECISION_GAP; REDUNDANCY_NOISE	Restore L1 focus noun+verb ahead of L2 image clarity; normalize focus verb to I/T (focus on / focus sth on) using the existing Construction truth, then remove the duplicate Construction.
o1978	fog	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1979	fold	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Move L2 business/company-fold branch ahead of L3 sheepfold noun and remove the sheepfold branch from default Core.
o1980	folk	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1981	follow	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP; OWNERSHIP_GAP; STRUCTURE_GAP	Move L1 understand/follow to the L1 block; rehome follow-from/logical-consequence syntax to the existing logical-consequence Sense and give the understanding Sense explicit transitive structure.
o1982	following	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Move L1 preposition following=after/because of ahead of the L2 follower noun.
o1983	fond	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1984	food	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1985	fool	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1986	foolish	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1987	foot	UPGRADED	DEPTH_REVIEWED	YES	NONE	REGISTER_FORM_GAP	Add foot number identity after Human Gate: body-part plural feet; measurement uses feet or foot in accepted contexts.
o1988	football	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1989	footstep	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1990	for	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1991	forbid	UPGRADED	DEPTH_REVIEWED	YES	NONE	REGISTER_FORM_GAP	Add forbid→forbade→forbidden after Human Gate.
o1992	force	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Move the L1 force-sb-to-do verb ahead of L2 noun branches while preserving useful physical/military force senses and current constructions.
o1993	fore	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Remove archaic/low-value L3 prepositional fore from default Core while preserving it active.
o1994	forecast	UPGRADED	DEPTH_REVIEWED	YES	NONE	REGISTER_FORM_GAP	Add forecast past/past-participle variants forecast or forecasted after Human Gate.
o1995	forehead	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1996	foreign	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1997	foreigner	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP; PRODUCTIVE_VALUE_GAP	Restore L1 foreigner from 999 ahead of L2 outsider meaning and make the foreign↔foreigner family boundary learner-specific.
o1998	foremost	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1999	foresee	UPGRADED	DEPTH_REVIEWED	YES	NONE	REGISTER_FORM_GAP	Add foresee→foresaw→foreseen after Human Gate.
o2000	forest	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2001	forever	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2002	forge	UPGRADED	DEPTH_REVIEWED	NO	NONE	OWNERSHIP_GAP; DECISION_GAP; REDUNDANCY_NOISE	Move figurative forge-a-new-path phraseology out of the metal Sense into the existing build/develop-relations branch; move that L2 branch ahead of L3 workshop material, remove duplicated forge-relationships Construction, and keep L3 workshop outside default Core.
o2003	forget	UPGRADED	DEPTH_REVIEWED	YES	NONE	CORRECTNESS_GAP; REDUNDANCY_NOISE; REGISTER_FORM_GAP	Remove invalid location-specific forget-at-home collocations, keep the useful forget-doing contrast, remove duplicate forget-to-do Construction, and add forget→forgot→forgotten after Human Gate.
o2004	forgive	UPGRADED	DEPTH_REVIEWED	YES	NONE	REGISTER_FORM_GAP	Add forgive→forgave→forgiven after Human Gate.
o2005	fork	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Move L2 fork=branch verb ahead of L3 farm-fork noun and keep L3 farm-fork/use-a-fork branches outside default Core.
o2006	form	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Move L1 form verb ahead of L2 type/manner noun while preserving both Core branches.
o2007	formal	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2008	format	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2009	formation	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2010	former	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2011	formidable	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2012	formula	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2013	formulate	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2014	forth	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2015	forthcoming	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2016	fortnight	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2017	fortunate	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2018	fortune	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2019	forty	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2020	forum	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2021	forward	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Remove L3 sports-forward noun from default Core while preserving the useful adverb/adjective/forward-message branches.
o2022	fossil	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2023	foster	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2024	foul	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2025	found	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP; OWNERSHIP_GAP; REGISTER_FORM_GAP	Restore L1 found=establish from 999 ahead of L2 cast-metal; migrate the already-owned found-as-find-inflection/homograph truth out of word-family clutter into Form/Identity without adding any BF19-new paradigm fact.
o2026	foundation	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2027	fountain	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2028	four	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2029	fourteen	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2030	fox	UPGRADED	DEPTH_REVIEWED	NO	NONE	CORRECTNESS_GAP; DECISION_GAP	Restore L1 fox animal from 999; keep L2 sly-person next; remove L3 paper-foxing from default Core and remove unsupported 'deceive' wording not owned by an active Sense.
o2031	fraction	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2032	fracture	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2033	fragile	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2034	fragment	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2035	fragrant	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2036	frame	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2037	framework	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2038	franchise	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP; REDUNDANCY_NOISE	Bring both L1 modern franchise noun branches (business outlet and media/IP series) into the L1 block/Core; keep L2 voting-right/verb lower and remove the film/game/book Construction that duplicates the active franchise-series Sense.
o2039	frank	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2040	fraud	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2041	free	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Move L1 free=release verb ahead of L2 spare-time adjective and keep L3 adverbial free outside default Core.
o2042	freedom	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2043	freelance	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2044	freeze	UPGRADED	DEPTH_REVIEWED	YES	NONE	REGISTER_FORM_GAP	Add freeze→froze→frozen after Human Gate.
o2045	freight	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Put both L1 freight meanings (cargo and freight transport) ahead of L2 charge/verb branches and align ordering with current Core.
o2046	frequency	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2047	frequent	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2048	fresh	UPGRADED	DEPTH_REVIEWED	NO	NONE	STRUCTURE_GAP; DECISION_GAP	Resolve duplicate L2 sort_order, give freshwater its own correct Core ownership, and keep L3 fresh-start/adverb branches active but outside default Core.
o2049	friction	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP; STRUCTURE_GAP	Restore L2 friction=interpersonal tension/conflict from 999 to the next learner layer and explicitly represent physical vs figurative friction in Core.
o2050	Friday	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
