Ordinal	Word	Operation	Quality	NewMaterial	TestAction	Reasons	Rationale
o1775	exert	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1776	exhaust	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Remove L3 exhaust-system/apparatus branch from default Core while preserving L2 exhaust-gas noun and verb Core.
o1777	exhibit	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Remove L3 exhibit-at/show-at-an-exhibition verb from default Core while preserving active truth.
o1778	exhibition	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1779	exile	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1780	exist	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1781	existence	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1782	exit	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1783	exotic	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1784	expand	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1785	expansion	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1786	expect	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1787	expectation	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1788	expedition	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1789	expel	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1790	expend	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1791	expenditure	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1792	expense	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1793	expensive	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1794	experience	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1795	experiment	UPGRADED	DEPTH_REVIEWED	NO	NONE	REDUNDANCY_NOISE	Remove Construction duplicating the active experiment-with/on governing pattern.
o1796	expert	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1797	expertise	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1798	expire	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP; STRUCTURE_GAP	Restore common L1 expire=reach expiry/end/become invalid from sort_order=999 and make it default Core; death/exhale branches remain lower layers.
o1799	explain	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1800	explanation	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1801	explicit	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1802	explode	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1803	exploit	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP; REDUNDANCY_NOISE	Remove L3 noun exploits=notable deeds from default Core; remove Secondary projection duplicating active develop/exploit Sense.
o1804	explore	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1805	explosion	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1806	explosive	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1807	export	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP; OWNERSHIP_GAP; REGISTER_FORM_GAP	Place both L1 export verb+noun before L2/L3 branches; remove L3 spread-ideas branch from default Core; migrate existing dialect-aware noun/verb stress truth from overlay to Form.
o1808	expose	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1809	exposure	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1810	express	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Remove L3 adjective express=explicit/directly stated from default Core while preserving it active.
o1811	expression	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1812	exquisite	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1813	extend	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1814	extension	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1815	extensive	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1816	extent	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1817	exterior	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1818	external	UPGRADED	DEPTH_REVIEWED	NO	NONE	REDUNDANCY_NOISE	Remove low-value generic externalise/externality/externalize/externally family clutter; simple external owner may remain simple.
o1819	extinct	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1820	extinguish	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1821	extra	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1822	extract	UPGRADED	DEPTH_REVIEWED	NO	NONE	OWNERSHIP_GAP; REGISTER_FORM_GAP; STRUCTURE_GAP	Migrate existing noun /ˈekstrækt/ vs verb /ɪkˈstrækt/ truth from overlay to Form and make Core noun cluster actually own both excerpt and substance-extract branches.
o1823	extraordinary	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1824	extravagant	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1825	extreme	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1826	eye	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1827	eyebrow	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1828	eyesight	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1829	fable	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1830	fabric	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1831	fabricate	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1832	fabulous	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1833	face	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1834	facet	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1835	facilitate	UPGRADED	DEPTH_REVIEWED	NO	NONE	PRODUCTIVE_VALUE_GAP	Replace generic facilitate→facilitator family boilerplate with a learner-specific derivational boundary.
o1836	facility	UPGRADED	DEPTH_REVIEWED	NO	NONE	CORRECTNESS_GAP; REDUNDANCY_NOISE	Remove misleading facility→facilitation family metadata; facilitation derives from facilitate, not from facility's main noun branches.
o1837	fact	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1838	factor	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Remove L3 mathematical factor-verb from default Core while preserving noun Core and useful factor-in Construction.
o1839	factory	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1840	faculty	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1841	fade	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Remove L3 noun fade from default Core while preserving active verb branches.
o1842	fail	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP; REDUNDANCY_NOISE	Remove L3 fail-grade noun from default Core and remove Constructions duplicating active fail-in / fail-to-do Sense syntax.
o1843	failure	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1844	faint	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1845	fair	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Remove L3 fair-haired/beautiful branch from default Core while preserving justice, considerable-degree and fair-event branches.
o1846	fairly	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1847	fairy	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Remove L3 adjective fairy-like from default Core while preserving it active.
o1848	faith	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1849	faithful	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP; STRUCTURE_GAP	Remove L3 noun faithful=loyal followers from default Core and add the active L2 accurate/true-to-original branch to adjective Core.
o1850	fake	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
