Ordinal	Word	Operation	Quality	NewMaterial	TestAction	Reasons	Rationale
o1376	dig	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1377	digest	UPGRADED	DEPTH_REVIEWED	YES	NONE	REGISTER_FORM_GAP	Add POS-conditioned stress: verb /daɪˈdʒest/ vs noun /ˈdaɪ.dʒest/.
o1378	digital	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP; REDUNDANCY_NOISE	Restore modern digital-technology sense to first L1 learner priority; keep finger-related sense secondary and prevent it from dominating Core.
o1379	dignity	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1380	dilemma	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1381	diligent	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1382	dilute	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1383	dim	UPGRADED	DEPTH_REVIEWED	NO	NONE	OWNERSHIP_GAP; PHRASEOLOGY_GAP	Move `take a dim view of sth` out of the unclear-memory Sense into exact word-owned phraseology meaning disapprove/take an unfavorable view.
o1384	dimension	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1385	diminish	UPGRADED	DEPTH_REVIEWED	NO	NONE	CORRECTNESS_GAP; STRUCTURE_GAP	Current sense explicitly covers make-or-become smaller but is marked transitive only; restore I/T structure and both object/intransitive patterns.
o1386	dine	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1387	dinner	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1388	dinosaur	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1389	dioxide	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1390	dip	UPGRADED	DEPTH_REVIEWED	NO	NONE	OWNERSHIP_GAP; REDUNDANCY_NOISE	Keep figurative `dip into savings/resources/a book` in the existing Construction; remove its duplicate/misowned placements under literal dipping/decline senses.
o1391	diploma	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1392	diplomatic	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1393	direct	UPGRADED	DEPTH_REVIEWED	NO	NONE	REDUNDANCY_NOISE	Remove secondary projection duplicating the already-active `direct attention/criticism to/at` Sense; preserve active Sense and useful family.
o1394	direction	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1395	directly	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1396	director	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1397	directory	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1398	dirt	UPGRADED	DEPTH_REVIEWED	NO	NONE	OWNERSHIP_GAP; PHRASEOLOGY_GAP	Move existing `dirt on sb / dig up dirt` scandal-information phrase out of physical dirt Sense into exact phraseology/Construction.
o1399	dirty	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1400	disable	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1401	disappear	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1402	disappoint	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1403	disaster	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1404	disastrous	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1405	disc	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP; REDUNDANCY_NOISE	Restore sole L1 disc sense from sort_order=999; preserve the nuanced existing disc↔disk Relation and remove redundant opaque Sense overlay.
o1406	discard	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1407	discern	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1408	discharge	UPGRADED	DEPTH_REVIEWED	NO	NONE	OWNERSHIP_GAP	Move existing `discharge a duty` collocation from release/dismissal Sense to the already-active fulfil-duty Sense.
o1409	discipline	UPGRADED	DEPTH_REVIEWED	NO	NONE	REDUNDANCY_NOISE; STRUCTURE_GAP	Remove duplicate self-discipline secondary projection; give the active verb `discipline sb` explicit transitive structure.
o1410	disclose	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1411	discount	UPGRADED	DEPTH_REVIEWED	YES	NONE	REGISTER_FORM_GAP	Add noun/adjective vs verb stress identity: /ˈdɪs.kaʊnt/ vs /dɪˈskaʊnt/.
o1412	discourage	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1413	discourse	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1414	discover	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1415	discovery	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1416	discreet	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1417	discrepancy	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1418	discrete	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1419	discretion	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1420	discriminate	UPGRADED	DEPTH_REVIEWED	NO	NONE	CORRECTNESS_GAP; STRUCTURE_GAP	Correct discrimination-against branch to intransitive/prepositional `discriminate against sb`; preserve transitive distinguish branch separately.
o1421	discuss	UPGRADED	DEPTH_REVIEWED	NO	NONE	CORRECTNESS_GAP; REDUNDANCY_NOISE	Remove invalid `铁饼` discus contamination from discuss Core/Reference; keep discuss purely as verb discussion/academic treatment. Do not invent a new confusable Relation in this batch.
o1422	disease	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1423	disguise	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1424	disgust	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1425	dish	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1426	dislike	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1427	dismay	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1428	dismiss	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1429	disorder	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1430	disperse	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1431	displace	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1432	display	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1433	disposal	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1434	dispose	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1435	disposition	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1436	dispute	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1437	disrupt	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1438	dissipate	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Promote current L2 resources/energy/wealth dissipate branch from sort_order=999 ahead of archaic L3 dissipated-living branch.
o1439	dissolve	UPGRADED	DEPTH_REVIEWED	NO	NONE	STRUCTURE_GAP	Physical dissolve branch is I/T but governing pattern says transitive only; expose both `dissolve sth` and `dissolve in liquid`.
o1440	distance	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1441	distant	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1442	distil	UPGRADED	DEPTH_REVIEWED	YES	NONE	DECISION_GAP; REGISTER_FORM_GAP	Promote existing figurative `distil key points/essence` L2 branch from sort_order=999; add mainly-UK `distil` / US-usually `distill` spelling identity.
o1443	distinct	UPGRADED	DEPTH_REVIEWED	NO	NONE	PRODUCTIVE_VALUE_GAP; REDUNDANCY_NOISE	Replace generic AWL family boilerplate with the useful distinct↔distinctive boundary; remove transparent `distinctly` family clutter.
o1444	distinction	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1445	distinguish	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1446	distort	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1447	distract	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1448	distress	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1449	distribute	UPGRADED	DEPTH_REVIEWED	NO	NONE	PRODUCTIVE_VALUE_GAP; REDUNDANCY_NOISE	Prune generic `distributive` AWL-family clutter; retain/refine useful distribute→distributor derivation.
o1450	district	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
