Ordinal	Word	Operation	Quality	core	senses	familiar_new	construction	phraseology	decision_boundary	relation_confusable	register_stance	family_morphology	form_identity	productive_use	repair_test	TestAction	Reasons	Rationale
o1011	conquer	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1012	conquest	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1013	conscience	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	PRESERVE	KEEP		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1014	conscientious	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1015	conscious	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1016	consecutive	NO_CHANGE	SAFE_SIMPLE	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1017	consensus	NO_CHANGE	SAFE_SIMPLE	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1018	consent	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1019	consequence	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1020	consequently	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1021	conservation	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1022	conservative	NO_CHANGE	DEPTH_READY	UPGRADED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	REMOVE		Content preserved; Repair Test decision changed under final diagnostic-value rule.
o1023	consider	UPGRADED	DEPTH_READY	UPGRADED	PRESERVE	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	PRESERVE	NOT_NEEDED	UPGRADED	NOT_NEEDED	NOT_NEEDED	PRESERVE	KEEP	PRODUCTIVE_VALUE_GAP	Fresh final-standard read + Self Attack found a bounded allowed-gap correction; see proposal.
o1024	considerable	NO_CHANGE	SAFE_SIMPLE	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1025	considerate	NO_CHANGE	SAFE_SIMPLE	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1026	consist	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1027	consistent	UPGRADED	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE	REDUNDANCY_NOISE	Fresh final-standard read + Self Attack found a bounded allowed-gap correction; see proposal.
o1028	console	NO_CHANGE	DEPTH_READY	UPGRADED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	NOT_NEEDED	PRESERVE	KEEP		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1029	consolidate	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1030	conspicuous	NO_CHANGE	SAFE_SIMPLE	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1031	conspiracy	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1032	constant	UPGRADED	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE	REDUNDANCY_NOISE	Fresh final-standard read + Self Attack found a bounded allowed-gap correction; see proposal.
o1033	constituent	NO_CHANGE	DEPTH_READY	UPGRADED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1034	constitute	UPGRADED	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE	REDUNDANCY_NOISE	Fresh final-standard read + Self Attack found a bounded allowed-gap correction; see proposal.
o1035	constitution	UPGRADED	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE	PRODUCTIVE_VALUE_GAP	Fresh final-standard read + Self Attack found a bounded allowed-gap correction; see proposal.
o1036	constrain	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1037	construct	NO_CHANGE	DEPTH_READY	UPGRADED	PRESERVE	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	NOT_NEEDED	PRESERVE	KEEP		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1038	consult	UPGRADED	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE	PRODUCTIVE_VALUE_GAP	Fresh final-standard read + Self Attack found a bounded allowed-gap correction; see proposal.
o1039	consultant	NO_CHANGE	SAFE_SIMPLE	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1040	consume	UPGRADED	DEPTH_READY	PRESERVE	PRESERVE	UPGRADED	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE	COVERAGE_GAP; STRUCTURE_GAP; PRODUCTIVE_VALUE_GAP	Fresh final-standard read + Self Attack found a bounded allowed-gap correction; see proposal.
o1041	consumption	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1042	contact	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1043	contagious	UPGRADED	DEPTH_READY	UPGRADED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	REMOVE	OWNERSHIP_GAP	Fresh final-standard read + Self Attack found a bounded allowed-gap correction; see proposal.
o1044	contain	NO_CHANGE	DEPTH_READY	UPGRADED	PRESERVE	UPGRADED	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1045	contaminate	NO_CHANGE	SAFE_SIMPLE	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1046	contemplate	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1047	contemporary	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1048	contempt	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1049	contend	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1050	content	NO_CHANGE	DEPTH_READY	UPGRADED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	NOT_NEEDED	PRESERVE	KEEP		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1051	contest	UPGRADED	DEPTH_READY	UPGRADED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	NOT_NEEDED	NOT_NEEDED	UPGRADED	NOT_NEEDED	PRESERVE	KEEP	OWNERSHIP_GAP; REDUNDANCY_NOISE	Fresh final-standard read + Self Attack found a bounded allowed-gap correction; see proposal.
o1052	context	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1053	continent	NO_CHANGE	SAFE_SIMPLE	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1054	contingent	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1055	continual	UPGRADED	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	NOT_NEEDED	UPGRADED	NOT_NEEDED	NOT_NEEDED	PRESERVE	KEEP	DECISION_GAP; OWNERSHIP_GAP; REDUNDANCY_NOISE	Fresh final-standard read + Self Attack found a bounded allowed-gap correction; see proposal.
o1056	continue	UPGRADED	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE	REDUNDANCY_NOISE	Fresh final-standard read + Self Attack found a bounded allowed-gap correction; see proposal.
o1057	continuous	UPGRADED	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	NOT_NEEDED	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE	OWNERSHIP_GAP; REDUNDANCY_NOISE	Fresh final-standard read + Self Attack found a bounded allowed-gap correction; see proposal.
o1058	contract	UPGRADED	DEPTH_READY	UPGRADED	PRESERVE	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	UPGRADED	NOT_NEEDED	PRESERVE	KEEP	PRODUCTIVE_VALUE_GAP	Fresh final-standard read + Self Attack found a bounded allowed-gap correction; see proposal.
o1059	contradict	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1060	contrary	UPGRADED	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE	PHRASEOLOGY_GAP; PRODUCTIVE_VALUE_GAP	Fresh final-standard read + Self Attack found a bounded allowed-gap correction; see proposal.
o1061	contrast	NO_CHANGE	DEPTH_READY	UPGRADED	PRESERVE	NOT_NEEDED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	NOT_NEEDED	PRESERVE	KEEP		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1062	contribute	NO_CHANGE	DEPTH_READY	UPGRADED	PRESERVE	NOT_NEEDED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	PRESERVE	NOT_NEEDED	NOT_NEEDED	UPGRADED	RETARGET		Content preserved; Repair Test decision changed under final diagnostic-value rule.
o1063	contribution	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1064	contrive	NO_CHANGE	DEPTH_READY	UPGRADED	PRESERVE	NOT_NEEDED	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	PRESERVE	KEEP		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1065	control	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1066	controversial	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1067	controversy	NO_CHANGE	SAFE_SIMPLE	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1068	convene	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1069	convenience	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1070	convenient	NO_CHANGE	SAFE_SIMPLE	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1071	convention	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1072	converge	UPGRADED	SAFE_SIMPLE	PRESERVE	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE	CORRECTNESS_GAP	Fresh final-standard read + Self Attack found a bounded allowed-gap correction; see proposal.
o1073	conversation	NO_CHANGE	SAFE_SIMPLE	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1074	conversely	NO_CHANGE	SAFE_SIMPLE	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1075	conversion	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1076	convert	UPGRADED	DEPTH_READY	UPGRADED	PRESERVE	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	UPGRADED	NOT_NEEDED	PRESERVE	KEEP	REDUNDANCY_NOISE	Fresh final-standard read + Self Attack found a bounded allowed-gap correction; see proposal.
o1077	convey	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
o1078	convict	NO_CHANGE	DEPTH_READY	UPGRADED	PRESERVE	NOT_NEEDED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	NOT_NEEDED	PRESERVE	KEEP		Fresh final-standard read + Self Attack found no allowed-gap Content mutation.
