Ordinal	Word	Operation	Quality	NewMaterial	TestAction	Reasons	Rationale
o2073	fund	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2074	fundamental	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2075	funeral	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2076	funny	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2077	fur	UPGRADED	DEPTH_REVIEWED	NO	NONE	CORRECTNESS_GAP; DECISION_GAP	Remove unsupported 'cover/line with fur' wording from Core and move the L3 moss/scale verb outside default Core; keep the actual active fur noun branches.
o2078	furious	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2079	furnace	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2080	furnish	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2081	furniture	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2082	further	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2083	fuse	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Move the existing L1 fuse=meld/melt verb into the L1 block ahead of the L2 explosive-fuse noun.
o2084	fuss	UPGRADED	DEPTH_REVIEWED	NO	NONE	CORRECTNESS_GAP; DECISION_GAP; STRUCTURE_GAP	Restore L1 fuss noun and L2 fuss verb from sort_order=999, order noun→verb, and correct the verb to intransitive fuss about/over structure.
o2085	futile	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2086	future	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Keep future noun/adjective as default Core; move L3 financial futures outside default Core.
o2087	gadget	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2088	gain	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2089	galaxy	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2090	gallery	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2091	gallon	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2092	gamble	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2093	game	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Keep game/competition/play/wild-game branches as default Core; move L3 gamble verb and 'be game' adjective outside default Core while preserving them active.
o2094	gang	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Keep gang noun branches as default Core; move the L3 gang-together verb outside default Core.
o2095	gaol	UPGRADED	DEPTH_REVIEWED	NO	NONE	OWNERSHIP_GAP; REGISTER_FORM_GAP	Migrate already-owned gaol/jail spelling truth to bilateral Form ownership; remote existing-truth dependency o5557 jail.
o2096	gap	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2097	garage	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2098	garbage	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2099	garden	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2100	garlic	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2101	garment	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2102	gas	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Keep physical/fuel/AmE gasoline gas branches as default Core; move L3 poison-gas noun and gas-attack verb outside default Core while preserving them active.
o2103	gasp	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2104	gate	UPGRADED	DEPTH_REVIEWED	NO	NONE	CORRECTNESS_GAP; DECISION_GAP	Remove unsupported 'logic gate' wording from Core because no active logic-gate Sense exists, and move the L3 gate-verb outside default Core.
o2105	gather	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP; REDUNDANCY_NOISE; STRUCTURE_GAP	Move the L2 infer/understand branch ahead of the L3 pleat noun, remove the that-clause Construction that duplicates active Sense syntax, and keep the L3 pleat noun outside default Core.
o2106	gauge	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2107	gay	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2108	gaze	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2109	gear	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2110	gender	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2111	gene	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2112	general	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2113	generalise	UPGRADED	DEPTH_REVIEWED	NO	NONE	OWNERSHIP_GAP; REGISTER_FORM_GAP	Move already-owned generalise/generalize BrE/AmE spelling truth from Sense overlay into Form/Identity. No separate generalize Main Word exists.
o2114	generate	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2115	generation	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2116	generator	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2117	generous	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2118	genetic	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2119	genius	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2120	genre	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2121	gentle	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Normalize duplicate sort_order=999: L1 gentle first, L2 tender/kind nuance second.
o2122	gentleman	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2123	gently	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2124	genuine	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2125	geography	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2126	geology	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2127	geometry	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2128	germ	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2129	gesture	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2130	get	UPGRADED	DEPTH_REVIEWED	YES	NONE	CORRECTNESS_GAP; REGISTER_FORM_GAP	Give the existing understand/get branch explicit transitive/complement structure. New get→got→got / US usually gotten Form is Human-Gated.
o2131	ghost	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP; STRUCTURE_GAP	Restore L1 ghost=spirit from sort_order=999 to first priority and rebuild Core so it actually owns that Sense; keep L2 trace and L3 ghost/ghostwrite verbs outside default Core.
o2132	giant	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Promote the common productive giant=very large adjective from L3 to L2 while preserving noun branches and current Core ownership.
o2133	gift	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Keep gift noun branches as default Core; move L3 gift-sb-with verb outside default Core while preserving it active.
o2134	gigantic	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2135	giggle	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2136	girl	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2137	give	UPGRADED	DEPTH_REVIEWED	YES	NONE	DECISION_GAP; REGISTER_FORM_GAP	Keep ordinary give verb branches and useful give-rise/give-way/give-up Constructions; move L3 noun give=elasticity outside default Core. New give→gave→given Form is Human-Gated.
o2138	glacier	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2139	glad	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2140	glamor	UPGRADED	DEPTH_REVIEWED	NO	NONE	OWNERSHIP_GAP; REGISTER_FORM_GAP	Migrate already-owned glamor/glamour regional spelling truth to bilateral Form ownership; remote dependency o5840 glamour. Preserve the existing lower-layer glamor-sb-into-doing Construction rather than deleting unrelated truth.
o2141	glance	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2142	glare	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2143	glass	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Keep glass noun branches as default Core; move the L3 glass-verb outside default Core.
o2144	glide	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Move the L2 gliding noun ahead of the L3 transitive cause-to-glide verb and keep that L3 verb outside default Core.
o2145	glimpse	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2146	glitter	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2147	global	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2148	globe	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Keep globe noun branches and useful globe→global family; move L3 make-spherical verb outside default Core.
o2149	gloomy	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o2150	glorious	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
