Ordinal	Word	Operation	Quality	NewMaterial	TestAction	Reasons	Rationale
o1279	delegate	UPGRADED	DEPTH_REVIEWED	YES	NONE	REGISTER_FORM_GAP; PRODUCTIVE_VALUE_GAP	Add noun/verb pronunciation identity: noun ends /-gət/; verb ends /-geɪt/.
o1280	delete	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1281	deliberate	UPGRADED	DEPTH_REVIEWED	NO	NONE	OWNERSHIP_GAP; REGISTER_FORM_GAP	Migrate existing adjective/verb final-syllable pronunciation truth from semantic Relation to Form/Identity; retire redundant same-word Relation.
o1282	delicate	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1283	delicious	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1284	delight	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1285	deliver	UPGRADED	DEPTH_REVIEWED	NO	NONE	OWNERSHIP_GAP; STRUCTURE_GAP	Move existing deliver on a promise/commitment material out of childbirth Sense into reusable Construction ownership.
o1286	delivery	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1287	demand	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1288	democracy	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1289	democratic	UPGRADED	DEPTH_REVIEWED	NO	NONE	OWNERSHIP_GAP; REGISTER_FORM_GAP	Move existing democratic/Democratic capitalization identity from Core-only wording into Form/Identity while preserving both senses.
o1290	demographic	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1291	demonstrate	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1292	denial	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1293	denote	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1294	denounce	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1295	dense	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1296	density	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1297	dental	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1298	dentist	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1299	deny	UPGRADED	DEPTH_REVIEWED	NO	NONE	REDUNDANCY_NOISE; OWNERSHIP_GAP	Coalesce overlapping deny↔reject and deny↔refuse/reject learner Relations; preserve the richer source-backed cluster and retire the duplicate pair projection.
o1300	depart	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1301	department	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1302	departure	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1303	depend	UPGRADED	DEPTH_REVIEWED	NO	NONE	REDUNDANCY_NOISE; OWNERSHIP_GAP	Remove fake/redundant Construction that only restates depend on/upon governing pattern already owned by the Sense.
o1304	dependent	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1305	depict	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1306	deplete	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1307	deplore	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1308	deploy	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1309	deposit	UPGRADED	DEPTH_REVIEWED	NO	NONE	OWNERSHIP_GAP; CORRECTNESS_GAP	Move existing mineral/sediment deposit noun phrase out of the sedimentation verb Sense into noun/secondary ownership; preserve the already-existing material without inventing a new semantic claim.
o1310	depress	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1311	deprive	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1312	depth	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1313	deputy	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1314	derive	UPGRADED	DEPTH_REVIEWED	NO	NONE	STRUCTURE_GAP; PRODUCTIVE_VALUE_GAP	Fill missing transitivity/governing patterns across derive senses and replace generic derivation family wording with the actual verb→noun relation.
o1315	descend	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1316	descendant	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1317	descent	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1318	describe	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1319	description	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1320	desert	UPGRADED	DEPTH_REVIEWED	NO	NONE	OWNERSHIP_GAP; REDUNDANCY_NOISE; REGISTER_FORM_GAP	Coalesce duplicate desert↔dessert confusables and migrate existing desert noun/verb stress truth to Form/Identity.
o1321	deserve	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1322	design	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1323	designate	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1324	desirable	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1325	desire	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1326	desk	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1327	desolate	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1328	despair	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1329	despatch	UPGRADED	DEPTH_REVIEWED	NO	NONE	OWNERSHIP_GAP; REGISTER_FORM_GAP	Migrate existing despatch↔dispatch spelling truth from semantic Relation to bilateral Form/Identity; preserve both frozen Word identities.
o1330	desperate	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1331	despise	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1332	despite	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1333	dessert	UPGRADED	DEPTH_REVIEWED	NO	NONE	REDUNDANCY_NOISE; OWNERSHIP_GAP	Use only the single surviving desert↔dessert confusable after duplicate coalescence.
o1334	destination	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1335	destiny	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1336	destroy	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1337	destruction	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1338	destructive	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1339	detach	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1340	detail	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1341	detain	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1342	detect	UPGRADED	DEPTH_REVIEWED	NO	NONE	REDUNDANCY_NOISE; PRODUCTIVE_VALUE_GAP	Prune generic detect-family debt; keep/refine only the useful detect→detector relation.
o1343	detective	UPGRADED	DEPTH_REVIEWED	NO	NONE	REDUNDANCY_NOISE	Remove generic decorative detect/detector/detectable family debt from detective.
o1344	detector	UPGRADED	DEPTH_REVIEWED	NO	NONE	REDUNDANCY_NOISE; PRODUCTIVE_VALUE_GAP	Prune generic detector-family debt; keep/refine only detector↔detect relation.
o1345	deter	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1346	deteriorate	UPGRADED	DEPTH_REVIEWED	NO	NONE	CORRECTNESS_GAP; STRUCTURE_GAP	Correct the 'become worse' deteriorate Sense from transitive to intransitive.
o1347	determine	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1348	develop	UPGRADED	DEPTH_REVIEWED	NO	NONE	STRUCTURE_GAP; REDUNDANCY_NOISE	Set develop illness/problem/condition branch to transitive object-taking use; remove duplicate secondary projection of the already-active gain-through-experience sense.
o1349	deviate	UPGRADED	DEPTH_REVIEWED	NO	NONE	CORRECTNESS_GAP; STRUCTURE_GAP	Correct main deviate from branch to intransitive vi. + from.
o1350	device	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
