Ordinal	Word	Operation	Quality	NewMaterial	TestAction	Reasons	Rationale
o1590	elbow	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1591	elder	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Keep elder person/relative usage in Core; remove L3 elder-tree material from default Core while preserving it as active low-priority truth.
o1592	elect	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1593	electric	UPGRADED	DEPTH_REVIEWED	YES	NONE	DECISION_GAP; STRUCTURE_GAP; PRODUCTIVE_VALUE_GAP	Promote current L1 electric sense ahead of exciting/EV branches and repair Core ownership. New electric↔electrical decision boundary is Human-Gated with o1594.
o1594	electrical	UPGRADED	DEPTH_REVIEWED	YES	NONE	PRODUCTIVE_VALUE_GAP	Add a bounded electric↔electrical decision boundary: powered/producing-electricity or figuratively exciting vs broadly relating to electricity/electrical systems, without claiming absolute non-overlap.
o1595	electrician	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1596	electricity	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1597	electron	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1598	electronic	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1599	elegant	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1600	element	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1601	elementary	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1602	elephant	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1603	elevate	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1604	elevator	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Restore common building elevator L1 from sort_order=999 ahead of aircraft-control L2.
o1605	eleven	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1606	elicit	UPGRADED	DEPTH_REVIEWED	NO	NONE	REDUNDANCY_NOISE	Remove Construction that merely duplicates active Sense-owned governing pattern elicit sth from sb.
o1607	eligible	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Restore sole L1 eligible from sort_order=999; preserve useful eligible for/to Construction.
o1608	eliminate	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1609	elite	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1610	eloquent	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1611	else	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1612	elsewhere	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1613	email	UPGRADED	DEPTH_REVIEWED	NO	NONE	REDUNDANCY_NOISE	Remove email Construction that repeats active noun/verb collocations and syntax already owned by the Senses.
o1614	embark	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1615	embarrass	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1616	embassy	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1617	embed	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Remove L3 embedded-reporter branch from default Core wording; preserve it as low-priority active truth.
o1618	embody	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1619	embrace	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1620	embryo	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1621	emerge	UPGRADED	DEPTH_REVIEWED	NO	NONE	REDUNDANCY_NOISE	Remove emerge-as Construction because active Sense already owns vi.+as semantics; preserve the Sense.
o1622	emergency	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1623	emigrate	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1624	eminent	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Restore sole L1 eminent from sort_order=999; preserve high-value eminent↔imminent confusable.
o1625	emit	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1626	emotion	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1627	empathy	UPGRADED	DEPTH_REVIEWED	NO	NONE	CORRECTNESS_GAP; DECISION_GAP	Align Core with active learner truth: 共情/同理心, not vague legacy wording 移情/共鸣.
o1628	emperor	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1629	emphasis	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1630	emphasise	UPGRADED	DEPTH_REVIEWED	NO	NONE	OWNERSHIP_GAP; REGISTER_FORM_GAP	Move already-known emphasise/emphasize BrE/AmE spelling truth from Sense overlay into Form/Identity.
o1631	empire	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1632	empirical	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1633	employ	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP	Remove archaic/low-value noun employ branch from default Core ownership while preserving active truth; Core remains employ=hire/use.
o1634	employee	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1635	employer	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1636	employment	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1637	empty	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1638	enable	UPGRADED	DEPTH_REVIEWED	NO	NONE	REDUNDANCY_NOISE	Remove Construction that duplicates active Sense syntax enable sb to do sth.
o1639	enclose	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1640	enclosure	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1641	encounter	UPGRADED	DEPTH_REVIEWED	NO	NONE	REDUNDANCY_NOISE	Remove Secondary projection duplicating the already-active noun encounter Sense.
o1642	encourage	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1643	encyclopedia	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1644	end	UPGRADED	DEPTH_REVIEWED	NO	NONE	DECISION_GAP; STRUCTURE_GAP	Narrow Core away from L3 death/destruction and make common noun endpoints + verb ending behavior the default learner surface; keep goal/death branches in lower layers.
o1645	endeavor	UPGRADED	DEPTH_REVIEWED	NO	NONE	OWNERSHIP_GAP; REGISTER_FORM_GAP	Move already-known endeavor/endeavour UK/US spelling truth from Sense overlay into one Form owner.
o1646	ending	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1647	endorse	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1648	endow	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1649	endurance	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
o1650	endure	NO_CHANGE	FINAL_REVIEWED	NO	NONE		Fresh Read + Self Attack found no allowed-gap mutation under the unchanged final ruler.
